year,month,state,rto,vehicle_class,fuel,value,unit,note
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,FORK LIFT,DIESEL,3,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,CNG ONLY,70,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,DIESEL,537,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,PETROL,2,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,2,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),3,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,631,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,ELECTRIC(BOV),3,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOPED,PETROL,117,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAB,DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAB,PETROL/CNG,11,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,DIESEL,79,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL,201,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL/CNG,44,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,21,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,4,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,5,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1,value in Absolute Number,
2022,January,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER (PERSONAL),CNG ONLY,1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,ADAPTED VEHICLE,PETROL,13,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,AMBULANCE,DIESEL,20,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,BUS,CNG ONLY,42,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,BUS,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),194,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),1022,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,GOODS CARRIER,CNG ONLY,2126,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,GOODS CARRIER,DIESEL,23,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1760,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,22770,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,4,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOPED,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOPED,PETROL,79,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAB,ELECTRIC(BOV),134,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAB,PETROL,1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAB,PETROL/CNG,128,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAR,DIESEL,1167,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),148,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL,9047,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL/CNG,2456,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,578,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,1,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,156,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),147,value in Absolute Number,
2022,January,Delhi,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,430,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,AMBULANCE,DIESEL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,BUS,DIESEL,4,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,CASH VAN,DIESEL,2,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,4,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,3,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,EXCAVATOR (NT),DIESEL,2,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,GOODS CARRIER,CNG ONLY,37,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,GOODS CARRIER,DIESEL,145,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,GOODS CARRIER,PETROL,19,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,4,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),192,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,2688,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MAXI CAB,DIESEL,9,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOPED,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOPED,PETROL,8,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAB,DIESEL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAB,PETROL,30,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAB,PETROL/CNG,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,4,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAR,DIESEL,132,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),26,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL,891,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL/CNG,35,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,65,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-SIDECAR(T),PETROL,2,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,125,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,1,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,3,value in Absolute Number,
2022,January,Goa,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,7,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,PETROL,61,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,7,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2230,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,3,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,AMBULANCE,DIESEL,37,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,AMBULANCE,PETROL,14,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,AMBULANCE,PETROL/CNG,2,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,BUS,CNG ONLY,11,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,BUS,DIESEL,149,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,BUS,ELECTRIC(BOV),2,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,CASH VAN,DIESEL,41,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,330,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,7,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,CRANE MOUNTED VEHICLE,CNG ONLY,4,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,96,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,DUMPER,DIESEL,100,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),9,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),38,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,26,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,3,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,EXCAVATOR (NT),DIESEL,35,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,FIRE TENDERS,DIESEL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,FORK LIFT,DIESEL,48,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,FORK LIFT,ELECTRIC(BOV),8,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,GOODS CARRIER,CNG ONLY,1190,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,GOODS CARRIER,DIESEL,2842,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,GOODS CARRIER,PETROL,162,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,35,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,HARVESTER,DIESEL,2,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1620,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,49681,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,9,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MAXI CAB,DIESEL,27,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOBILE CANTEEN,DIESEL,4,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOBILE CLINIC,DIESEL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOPED,ELECTRIC(BOV),546,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOPED,PETROL,4112,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAB,DIESEL,99,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAB,ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAB,PETROL,106,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAB,PETROL/CNG,185,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAB,PETROL/HYBRID,8,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAR,DIESEL,3778,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),94,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL,13752,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL/CNG,3346,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CAR,PETROL/HYBRID,593,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,8,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),ELECTRIC(BOV),25,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,2105,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,2,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),CNG ONLY,354,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,207,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),ELECTRIC(BOV),27,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,1884,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,9,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),11,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,40,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,THREE WHEELER (PERSONAL),ELECTRIC(BOV),1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,TOWER WAGON,DIESEL,3,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,540,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,TRACTOR (COMMERCIAL),NOT APPLICABLE,1,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,297,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,56,value in Absolute Number,
2022,January,Gujarat,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,ADAPTED VEHICLE,PETROL,3,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,1,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3792,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,AMBULANCE,DIESEL,23,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,AMBULANCE,PETROL,9,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,AMBULANCE,PETROL/CNG,6,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,ANIMAL AMBULANCE,DIESEL,1,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,15,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,BUS,CNG ONLY,27,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,BUS,DIESEL,44,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,1,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,17,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CASH VAN,CNG ONLY,53,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CASH VAN,DIESEL,16,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,51,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,50,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,E-RICKSHAW WITH CART (G),ELECTRIC(BOV),86,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,E-RICKSHAW(P),ELECTRIC(BOV),502,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,64,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,CNG ONLY,5,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,26,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,PETROL,2,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,2,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,FORK LIFT,DIESEL,8,value in Absolute Number,
2022,January,Haryana,All Vahan Running Office,GOODS CARRIER,CNG ONLY,1702,value in Absolute Number,
