year,month,state,rto,vehicle_class,fuel,value
2014,February,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,3546
2014,February,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,1
2014,February,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,2641
2014,February,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,72
2014,February,Madhya Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/LPG,121
2014,February,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,679
2014,February,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,111
2014,February,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/CNG,4
2014,February,Madhya Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/LPG,76
2014,February,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,30
2014,February,Madhya Pradesh,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,462
2014,February,Madhya Pradesh,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,3
2014,February,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,PETROL,54
2014,February,Maharashtra,All Vahan Running Office,ADAPTED VEHICLE,PETROL/CNG,4
2014,February,Maharashtra,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,4024
2014,February,Maharashtra,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,26
2014,February,Maharashtra,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,3
2014,February,Maharashtra,All Vahan Running Office,AMBULANCE,CNG ONLY,1
2014,February,Maharashtra,All Vahan Running Office,AMBULANCE,DIESEL,181
2014,February,Maharashtra,All Vahan Running Office,AMBULANCE,PETROL,28
2014,February,Maharashtra,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,108
2014,February,Maharashtra,All Vahan Running Office,BUS,CNG ONLY,88
2014,February,Maharashtra,All Vahan Running Office,BUS,DIESEL,394
2014,February,Maharashtra,All Vahan Running Office,BUS,PETROL,9
2014,February,Maharashtra,All Vahan Running Office,BUS,PETROL/CNG,6
2014,February,Maharashtra,All Vahan Running Office,BUS,PETROL/LPG,1
2014,February,Maharashtra,All Vahan Running Office,CAMPER VAN / TRAILER,DIESEL,7
2014,February,Maharashtra,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,CASH VAN,DIESEL,11
2014,February,Maharashtra,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,13
2014,February,Maharashtra,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,35
2014,February,Maharashtra,All Vahan Running Office,DUMPER,DIESEL,8
2014,February,Maharashtra,All Vahan Running Office,E-RICKSHAW(P),PETROL/CNG,9
2014,February,Maharashtra,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,7
2014,February,Maharashtra,All Vahan Running Office,EXCAVATOR (NT),DIESEL,231
2014,February,Maharashtra,All Vahan Running Office,EXCAVATOR (NT),NOT APPLICABLE,2
2014,February,Maharashtra,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,FIRE TENDERS,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,FORK LIFT,DIESEL,8
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,CNG ONLY,44
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,DIESEL,5518
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,DIESEL/HYBRID,1
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),1
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,2
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,PETROL,11
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,PETROL/CNG,18
2014,February,Maharashtra,All Vahan Running Office,GOODS CARRIER,PETROL/LPG,1
2014,February,Maharashtra,All Vahan Running Office,HARVESTER,DIESEL,7
2014,February,Maharashtra,All Vahan Running Office,HEARSES,CNG ONLY,2
2014,February,Maharashtra,All Vahan Running Office,HEARSES,DIESEL,2
2014,February,Maharashtra,All Vahan Running Office,LIBRARY VAN,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,LUXURY CAB,PETROL,1
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,4
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),76
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,90
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,129785
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,1
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER,SOLAR,10
2014,February,Maharashtra,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,1
2014,February,Maharashtra,All Vahan Running Office,MAXI CAB,CNG ONLY,1
2014,February,Maharashtra,All Vahan Running Office,MAXI CAB,PETROL/CNG,1
2014,February,Maharashtra,All Vahan Running Office,MOPED,ELECTRIC(BOV),3
2014,February,Maharashtra,All Vahan Running Office,MOPED,NOT APPLICABLE,1
2014,February,Maharashtra,All Vahan Running Office,MOPED,PETROL,984
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,CNG ONLY,18
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,DIESEL,425
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,1
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,PETROL,14
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,PETROL/CNG,535
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAB,PETROL/LPG,1
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,CNG ONLY,8
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,DIESEL,9964
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,DIESEL/HYBRID,1
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),3
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,PETROL,6373
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1547
2014,February,Maharashtra,All Vahan Running Office,MOTOR CAR,PETROL/LPG,157
2014,February,Maharashtra,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,4
2014,February,Maharashtra,All Vahan Running Office,OMNI BUS,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,OMNI BUS,PETROL,1
2014,February,Maharashtra,All Vahan Running Office,OMNI BUS,PETROL/LPG,1
2014,February,Maharashtra,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,PRIVATE SERVICE VEHICLE,PETROL,1
2014,February,Maharashtra,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,9
2014,February,Maharashtra,All Vahan Running Office,ROAD ROLLER,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,295
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,1
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,84
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,45
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,4
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),NOT APPLICABLE,5
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,531
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,2983
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/HYBRID,1
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,113
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),DIESEL,302
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),NOT APPLICABLE,2
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL,37
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/CNG,1
2014,February,Maharashtra,All Vahan Running Office,THREE WHEELER (PERSONAL),PETROL/LPG,2
2014,February,Maharashtra,All Vahan Running Office,TOW TRUCK,DIESEL,7
2014,February,Maharashtra,All Vahan Running Office,TOWER WAGON,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,8
2014,February,Maharashtra,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,6
2014,February,Maharashtra,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1044
2014,February,Maharashtra,All Vahan Running Office,TRAILER (AGRICULTURAL),PETROL,1
2014,February,Maharashtra,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,44
2014,February,Maharashtra,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,6
2014,February,Maharashtra,All Vahan Running Office,TRAILER FOR PERSONAL USE,NOT APPLICABLE,436
2014,February,Maharashtra,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,VEHICLE FITTED WITH GENERATOR,DIESEL,1
2014,February,Maharashtra,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,3
2014,February,Manipur,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,11
2014,February,Manipur,All Vahan Running Office,AMBULANCE,DIESEL,2
2014,February,Manipur,All Vahan Running Office,BUS,DIESEL,8
2014,February,Manipur,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,5
2014,February,Manipur,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,1
2014,February,Manipur,All Vahan Running Office,GOODS CARRIER,DIESEL,97
2014,February,Manipur,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,1
2014,February,Manipur,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,3
2014,February,Manipur,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,1497
2014,February,Manipur,All Vahan Running Office,MAXI CAB,DIESEL,28
2014,February,Manipur,All Vahan Running Office,MAXI CAB,PETROL,1
2014,February,Manipur,All Vahan Running Office,MOPED,PETROL,8
2014,February,Manipur,All Vahan Running Office,MOTOR CAB,DIESEL,23
2014,February,Manipur,All Vahan Running Office,MOTOR CAR,DIESEL,69
2014,February,Manipur,All Vahan Running Office,MOTOR CAR,PETROL,318
2014,February,Manipur,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1
2014,February,Manipur,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1
2014,February,Manipur,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,92
2014,February,Manipur,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,9
2014,February,Meghalaya,All Vahan Running Office,AMBULANCE,DIESEL,3
2014,February,Meghalaya,All Vahan Running Office,AMBULANCE,PETROL,1
2014,February,Meghalaya,All Vahan Running Office,BUS,DIESEL,6
2014,February,Meghalaya,All Vahan Running Office,CAMPER VAN / TRAILER (PRIVATE USE),NOT APPLICABLE,1
2014,February,Meghalaya,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,1
2014,February,Meghalaya,All Vahan Running Office,DUMPER,DIESEL,1
2014,February,Meghalaya,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2014,February,Meghalaya,All Vahan Running Office,EXCAVATOR (NT),DIESEL,1
2014,February,Meghalaya,All Vahan Running Office,GOODS CARRIER,DIESEL,252
2014,February,Meghalaya,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,2
2014,February,Meghalaya,All Vahan Running Office,GOODS CARRIER,PETROL,1
2014,February,Meghalaya,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,710
2014,February,Meghalaya,All Vahan Running Office,MAXI CAB,DIESEL,22
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAB,DIESEL,18
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAB,NOT APPLICABLE,1
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAB,PETROL,102
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAR,DIESEL,114
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,1
2014,February,Meghalaya,All Vahan Running Office,MOTOR CAR,PETROL,446
2014,February,Meghalaya,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,35
2014,February,Meghalaya,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,48
2014,February,Meghalaya,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,3
2014,February,Meghalaya,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,2
2014,February,Mizoram,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,3
2014,February,Mizoram,All Vahan Running Office,EXCAVATOR (NT),DIESEL,9
2014,February,Mizoram,All Vahan Running Office,GOODS CARRIER,DIESEL,100
2014,February,Mizoram,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,1
2014,February,Mizoram,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,765
2014,February,Mizoram,All Vahan Running Office,MAXI CAB,DIESEL,22
2014,February,Mizoram,All Vahan Running Office,MOPED,PETROL,16
2014,February,Mizoram,All Vahan Running Office,MOTOR CAB,PETROL,45
2014,February,Mizoram,All Vahan Running Office,MOTOR CAR,DIESEL,52
2014,February,Mizoram,All Vahan Running Office,MOTOR CAR,PETROL,121
2014,February,Mizoram,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1
2014,February,Mizoram,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,45
2014,February,Nagaland,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2
2014,February,Nagaland,All Vahan Running Office,BUS,DIESEL,20
2014,February,Nagaland,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,45
2014,February,Nagaland,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,3
2014,February,Nagaland,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,5
2014,February,Nagaland,All Vahan Running Office,GOODS CARRIER,DIESEL,608
2014,February,Nagaland,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,349
2014,February,Nagaland,All Vahan Running Office,MAXI CAB,DIESEL,11
2014,February,Nagaland,All Vahan Running Office,MOTOR CAB,DIESEL,2
2014,February,Nagaland,All Vahan Running Office,MOTOR CAB,PETROL,24
2014,February,Nagaland,All Vahan Running Office,MOTOR CAR,DIESEL,152
2014,February,Nagaland,All Vahan Running Office,MOTOR CAR,PETROL,202
2014,February,Nagaland,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,8
2014,February,Nagaland,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,60
2014,February,Nagaland,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,14
2014,February,Odisha,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1
2014,February,Odisha,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,36
2014,February,Odisha,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,1
2014,February,Odisha,All Vahan Running Office,AMBULANCE,DIESEL,65
2014,February,Odisha,All Vahan Running Office,AMBULANCE,NOT APPLICABLE,1
2014,February,Odisha,All Vahan Running Office,AMBULANCE,PETROL,1
2014,February,Odisha,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,1
2014,February,Odisha,All Vahan Running Office,BUS,DIESEL,108
2014,February,Odisha,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,10
2014,February,Odisha,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,4
2014,February,Odisha,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2014,February,Odisha,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,11
2014,February,Odisha,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,3
2014,February,Odisha,All Vahan Running Office,GOODS CARRIER,DIESEL,1332
2014,February,Odisha,All Vahan Running Office,GOODS CARRIER,PETROL,4
2014,February,Odisha,All Vahan Running Office,HARVESTER,DIESEL,2
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,4
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),1
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,29308
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,17
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/LPG,12
2014,February,Odisha,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,23
2014,February,Odisha,All Vahan Running Office,MAXI CAB,DIESEL,353
2014,February,Odisha,All Vahan Running Office,MAXI CAB,PETROL,2
2014,February,Odisha,All Vahan Running Office,MOPED,ELECTRIC(BOV),3
2014,February,Odisha,All Vahan Running Office,MOPED,PETROL,3204
2014,February,Odisha,All Vahan Running Office,MOPED,PETROL/CNG,2
2014,February,Odisha,All Vahan Running Office,MOPED,PETROL/LPG,1
2014,February,Odisha,All Vahan Running Office,MOTOR CAB,DIESEL,89
2014,February,Odisha,All Vahan Running Office,MOTOR CAB,PETROL,2
2014,February,Odisha,All Vahan Running Office,MOTOR CAR,DIESEL,1049
2014,February,Odisha,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1
2014,February,Odisha,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,10
2014,February,Odisha,All Vahan Running Office,MOTOR CAR,PETROL,1122
2014,February,Odisha,All Vahan Running Office,MOTOR CAR,PETROL/LPG,9
2014,February,Odisha,All Vahan Running Office,OMNI BUS,DIESEL,91
2014,February,Odisha,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,130
2014,February,Odisha,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,4
2014,February,Odisha,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,8
2014,February,Odisha,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,4
2014,February,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,242
2014,February,Odisha,All Vahan Running Office,THREE WHEELER (GOODS),NOT APPLICABLE,1
2014,February,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,999
2014,February,Odisha,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,3
2014,February,Odisha,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,785
2014,February,Odisha,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,7
2014,February,Odisha,All Vahan Running Office,TRAILER (AGRICULTURAL),NOT APPLICABLE,1
2014,February,Odisha,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,747
2014,February,Odisha,All Vahan Running Office,TRAILER FOR PERSONAL USE,DIESEL,1
2014,February,Odisha,All Vahan Running Office,VEHICLE FITTED WITH RIG,DIESEL,4
2014,February,Puducherry,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,1
2014,February,Puducherry,All Vahan Running Office,ADAPTED VEHICLE,PETROL,8
2014,February,Puducherry,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3
2014,February,Puducherry,All Vahan Running Office,BUS,DIESEL,2
2014,February,Puducherry,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,1
2014,February,Puducherry,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,1
2014,February,Puducherry,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,1
2014,February,Puducherry,All Vahan Running Office,EXCAVATOR (NT),DIESEL,1
2014,February,Puducherry,All Vahan Running Office,GOODS CARRIER,DIESEL,29
2014,February,Puducherry,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,3221
2014,February,Puducherry,All Vahan Running Office,MAXI CAB,DIESEL,2
2014,February,Puducherry,All Vahan Running Office,MOPED,PETROL,480
2014,February,Puducherry,All Vahan Running Office,MOTOR CAB,DIESEL,9
2014,February,Puducherry,All Vahan Running Office,MOTOR CAR,DIESEL,328
2014,February,Puducherry,All Vahan Running Office,MOTOR CAR,PETROL,115
2014,February,Puducherry,All Vahan Running Office,MOTOR CAR,PETROL/LPG,1
2014,February,Puducherry,All Vahan Running Office,OMNI BUS,DIESEL,5
2014,February,Puducherry,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,1
2014,February,Puducherry,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,1
2014,February,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,8
2014,February,Puducherry,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,6
2014,February,Puducherry,All Vahan Running Office,THREE WHEELER (PERSONAL),DIESEL,1
2014,February,Punjab,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,5
2014,February,Punjab,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,2769
2014,February,Punjab,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,9
2014,February,Punjab,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,9
2014,February,Punjab,All Vahan Running Office,AMBULANCE,DIESEL,4
2014,February,Punjab,All Vahan Running Office,AMBULANCE,PETROL,2
2014,February,Punjab,All Vahan Running Office,BUS,DIESEL,230
2014,February,Punjab,All Vahan Running Office,BUS,NOT APPLICABLE,8
2014,February,Punjab,All Vahan Running Office,BUS,PETROL,5
2014,February,Punjab,All Vahan Running Office,CASH VAN,DIESEL,1
2014,February,Punjab,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,1
2014,February,Punjab,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,6
2014,February,Punjab,All Vahan Running Office,CRANE MOUNTED VEHICLE,NOT APPLICABLE,1
2014,February,Punjab,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,2
2014,February,Punjab,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,2
2014,February,Punjab,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,2
2014,February,Punjab,All Vahan Running Office,GOODS CARRIER,CNG ONLY,5
2014,February,Punjab,All Vahan Running Office,GOODS CARRIER,DIESEL,1678
2014,February,Punjab,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,23
2014,February,Punjab,All Vahan Running Office,GOODS CARRIER,PETROL,3
2014,February,Punjab,All Vahan Running Office,HARVESTER,DIESEL,471
2014,February,Punjab,All Vahan Running Office,HARVESTER,NOT APPLICABLE,1
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,31
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,LPG ONLY,1
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,4
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,49522
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/CNG,7
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL/LPG,1
2014,February,Punjab,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,1
2014,February,Punjab,All Vahan Running Office,MAXI CAB,DIESEL,236
2014,February,Punjab,All Vahan Running Office,MAXI CAB,NOT APPLICABLE,4
2014,February,Punjab,All Vahan Running Office,MAXI CAB,PETROL,2
2014,February,Punjab,All Vahan Running Office,MOPED,ELECTRIC(BOV),6
2014,February,Punjab,All Vahan Running Office,MOPED,PETROL,200
2014,February,Punjab,All Vahan Running Office,MOTOR CAB,DIESEL,99
2014,February,Punjab,All Vahan Running Office,MOTOR CAB,PETROL,11
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,CNG ONLY,1
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,DIESEL,8283
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,11
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,PETROL,2823
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,PETROL/CNG,14
2014,February,Punjab,All Vahan Running Office,MOTOR CAR,PETROL/LPG,22
2014,February,Punjab,All Vahan Running Office,OMNI BUS,PETROL,4
2014,February,Punjab,All Vahan Running Office,ROAD ROLLER,DIESEL,1
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,74
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,264
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),LPG ONLY,2
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),NOT APPLICABLE,53
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,1
2014,February,Punjab,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/LPG,3
2014,February,Punjab,All Vahan Running Office,TRAILER (AGRICULTURAL),DIESEL,1
2014,February,Punjab,All Vahan Running Office,TRAILER FOR PERSONAL USE,DIESEL,3
2014,February,Punjab,All Vahan Running Office,TRAILER FOR PERSONAL USE,NOT APPLICABLE,1
2014,February,Rajasthan,All Vahan Running Office,ADAPTED VEHICLE,PETROL,34
2014,February,Rajasthan,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,5836
2014,February,Rajasthan,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,1
2014,February,Rajasthan,All Vahan Running Office,AMBULANCE,DIESEL,131
2014,February,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL,36
2014,February,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL/CNG,1
2014,February,Rajasthan,All Vahan Running Office,AMBULANCE,PETROL/LPG,5
2014,February,Rajasthan,All Vahan Running Office,ARTICULATED VEHICLE,CNG ONLY,1
2014,February,Rajasthan,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,131
2014,February,Rajasthan,All Vahan Running Office,BUS,DIESEL,237
2014,February,Rajasthan,All Vahan Running Office,BUS,PETROL,1
2014,February,Rajasthan,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,10
2014,February,Rajasthan,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,9
2014,February,Rajasthan,All Vahan Running Office,DUMPER,DIESEL,112
2014,February,Rajasthan,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,167
2014,February,Rajasthan,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,34
2014,February,Rajasthan,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,47
